"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date
Togo,"12,214",,117 ,,"9,543",,"2,554",,"1,449",14,"294,824","34,971","8,430,534 ",2021-04-16
Curaçao,"11,674",,80 ,,"7,981",,"3,613",22,"70,914",486,"87,607","532,171","164,622 ",2021-04-16
Hong Kong,"11,636",+17,209 ,,"11,253",+7,174,6,"1,542",28,"11,193,673","1,483,615","7,544,866 ",2021-04-16
Guyana,"11,527",,263 ,,"10,015",,"1,249",10,"14,600",333,"104,531","132,394","789,544 ",2021-04-16
Lesotho,"10,709",,315 ,,"5,028",,"5,366",,"4,968",146,"71,629","33,229","2,155,620 ",2021-04-16
South Sudan,"10,432",+16,114  ,,"10,148",,170,,923,10,"142,254","12,592","11,296,903 ",2021-04-16
Djibouti,"10,275",,110 ,,"8,745",,"1,420",,"10,282",110,"142,717","142,819","999,283 ",2021-04-16
Aruba,"10,219",,92 ,,"9,611",,516,14,"95,395",859,"138,421","1,292,169","107,123 ",2021-04-16
Congo,"10,084",,139 ,,"8,208",,"1,737",,"1,793",25,"92,500","16,446","5,624,301 ",2021-04-16
Martinique,"9,890",,64 ,,98,,"9,728",24,"26,371",171,"140,946","375,821","375,035 ",2021-04-16
Bahamas,"9,593",,193 ,,"8,970",,430,3,"24,212",487,"81,434","205,537","396,201 ",2021-04-16
Suriname,"9,458",,185 ,,"8,751",,522,12,"16,010",313,"46,927","79,434","590,769 ",2021-04-16
Papua New Guinea,"9,188",,82 ,,846,,"8,260",,"1,012",9,"70,260","7,738","9,079,879 ",2021-04-16
Trinidad and Tobago,"8,678",,150 ,,"7,843",,685,14,"6,185",107,"119,034","84,839","1,403,062 ",2021-04-16
Benin,"7,611",,95 ,,"6,728",,788,35,615,8,"575,088","46,485","12,371,351 ",2021-04-16
Equatorial Guinea,"7,259",,106 ,,"6,885",,268,11,"5,045",74,"116,266","80,802","1,438,902 ",2021-04-16
Nicaragua,"6,778",,180 ,,"4,225",,"2,373",,"1,014",27,,,"6,686,515 ",2021-04-16
Iceland,"6,286",+7,29 ,,"6,184",+14,73,3,"18,327",85,"568,908","1,658,682","342,988 ",2021-04-16
Gambia,"5,694",,170 ,,"5,176",,348,3,"2,306",69,"60,533","24,510","2,469,682 ",2021-04-16
CAR,"5,682",,75 ,,"5,112",,495,2,"1,161",15,"40,907","8,356","4,895,636 ",2021-04-16
Yemen,"5,657",,"1,097 ",,"2,178",,"2,382",23,186,36,"22,934",756,"30,340,231 ",2021-04-16
Cambodia,"5,480",+262,38 ,+2,"2,393",+74,"3,049",,324,2,"788,973","46,683","16,900,725 ",2021-04-16
Niger,"5,113",,190 ,,"4,767",,156,1,205,8,"94,368","3,792","24,888,432 ",2021-04-16
San Marino,"5,016",+4,87 ,+1,"4,682",+10,247,7,"147,586","2,560","58,004","1,706,653","33,987 ",2021-04-16
Seychelles,"4,765",,25 ,,"4,351",,389,,"48,216",253,"21,504","217,592","98,827 ",2021-04-16
Chad,"4,673",,168 ,,"4,320",,185,,278,10,"110,863","6,601","16,793,808 ",2021-04-16
Saint Lucia,"4,355",,64 ,,"4,225",,66,1,"23,631",347,"38,319","207,929","184,289 ",2021-04-16
Gibraltar,"4,291",+1,94 ,,"4,181",,16,1,"127,394","2,791","223,889","6,646,944","33,683 ",2021-04-16
Channel Islands,"4,053",,86 ,,"3,956",,11,1,"23,144",491,"399,901","2,283,531","175,124 ",2021-04-16
Sierra Leone,"4,016",,79 ,,"2,833",,"1,104",,496,10,"118,332","14,602","8,104,071 ",2021-04-16
Comoros,"3,809",,146 ,,"3,589",,74,,"4,308",165,,,"884,107 ",2021-04-16
Barbados,"3,753",,44 ,,"3,638",,71,,"13,047",153,"147,290","512,041","287,653 ",2021-04-16
Guinea-Bissau,"3,706",,66 ,,"3,106",,534,11,"1,849",33,"61,184","30,525","2,004,390 ",2021-04-16
Eritrea,"3,486",,10 ,,"3,280",,196,,972,3,"23,693","6,609","3,584,978 ",2021-04-16
Burundi,"3,424",,6 ,,773,,"2,645",,281,0.5,"90,019","7,399","12,167,109 ",2021-04-16
Liechtenstein,"2,790",+10,56 ,,"2,665",+8,69,3,"73,010","1,465","32,252","843,984","38,214 ",2021-04-16
Vietnam,"2,772",+14,35 ,,"2,445",,292,,28,0.4,"2,598,753","26,510","98,027,872 ",2021-04-16
New Zealand,"2,591",,26 ,,"2,464",,101,,518,5,"1,959,282","391,692","5,002,100 ",2021-04-16
Monaco,"2,387",,31 ,,"2,268",,88,5,"60,490",786,"51,953","1,316,566","39,461 ",2021-04-16
Turks and Caicos,"2,367",,17 ,,"2,285",,65,2,"60,494",434,"42,008","1,073,605","39,128 ",2021-04-16
Sao Tome and Principe,"2,271",,35 ,,"2,201",,35,,"10,214",157,"12,597","56,654","222,350 ",2021-04-16
Sint Maarten,"2,199",,27 ,,"2,136",,36,1,"50,833",624,"25,304","584,942","43,259 ",2021-04-16
Liberia,"2,042",,85 ,,"1,899",,58,2,396,17,"79,684","15,471","5,150,686 ",2021-04-16
Bermuda,"2,023",,17 ,,"1,140",,866,41,"32,579",274,"222,886","3,589,378","62,096 ",2021-04-16
St. Vincent Grenadines,"1,818",,10 ,,"1,677",,131,2,"16,346",90,"44,072","396,267","111,218 ",2021-04-16
Saint Martin,"1,702",,12 ,,"1,399",,291,7,"43,437",306,"27,588","704,081","39,183 ",2021-04-16
Isle of Man,"1,575",,29 ,,"1,534",,12,,"18,445",340,"44,761","524,207","85,388 ",2021-04-16
Caribbean Netherlands,"1,529",,14 ,,"1,430",,85,,"57,884",530,"10,025","379,519","26,415 ",2021-04-16
Antigua and Barbuda,"1,209",,31 ,,947,,231,4,"12,266",315,"16,493","167,328","98,567 ",2021-04-16
Mauritius,"1,202",,15 ,,865,,322,,944,12,"358,675","281,660","1,273,433 ",2021-04-16
Timor-Leste,"1,193",+55,2 ,,624,+60,567,,892,1,"54,468","40,705","1,338,129 ",2021-04-16
Taiwan,"1,070",+2,11 ,,"1,032",+1,27,,45,0.5,"513,203","21,517","23,850,790 ",2021-04-16
Bhutan,941,+7,1 ,,876,,64,,"1,209",1,"658,583","846,192","778,290 ",2021-04-16
St. Barth,934,,1 ,,462,,471,,"94,334",101,"26,385","2,664,882","9,901 ",2021-04-16
Diamond Princess,712,,13 ,,699,,0,,,,,, ,2021-04-16
Faeroe Islands,662,,1 ,,660,,1,,"13,508",20,"248,281","5,066,029","49,009 ",2021-04-16
Cayman Islands,523,,2 ,,499,,22,,"7,885",30,"85,976","1,296,205","66,329 ",2021-04-16
Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,062,542 ",2021-04-16
Wallis and Futuna,438,+1,5 ,,44,,389,3,"39,520",451,"10,663","962,104","11,083 ",2021-04-16
Brunei ,221,,3 ,,206,,12,,501,7,"116,596","264,525","440,775 ",2021-04-16
British Virgin Islands,187,,1 ,,182,,4,,"6,153",33,"35,791","1,177,723","30,390 ",2021-04-16
Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,170","72,127 ",2021-04-16
Grenada,155,,1 ,,152,,2,,"1,372",9,"23,989","212,416","112,934 ",2021-04-16
New Caledonia,121,, ,,58,,63,,421,,"29,182","101,447","287,658 ",2021-04-16
Fiji,68,,2 ,,64,,2,,75,2,"40,300","44,700","901,561 ",2021-04-16
Falkland Islands,62,, ,,55,,7,,"17,421",,"7,191","2,020,511","3,559 ",2021-04-16
Laos,54,+1, ,,49,,5,,7,,"146,500","19,909","7,358,471 ",2021-04-16
Macao,49,, ,,48,,1,,75,,"4,418","6,732","656,289 ",2021-04-16
Saint Kitts and Nevis,44,, ,,44,,0,,823,,"12,381","231,442","53,495 ",2021-04-16
Greenland,31,, ,,31,,0,,545,,"20,669","363,584","56,848 ",2021-04-16
Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,2021-04-16
Anguilla,25,, ,,22,,3,,"1,655",,"14,579","964,985","15,108 ",2021-04-16
Saint Pierre Miquelon,24,, ,,24,,0,,"4,158",,"5,126","888,080","5,772 ",2021-04-16
Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 ",2021-04-16
Solomon Islands,20,, ,,18,,2,,29,,"4,500","6,428","700,057 ",2021-04-16
Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,824 ",2021-04-16
MS Zaandam,9,,2 ,,7,,0,,,,,, ,2021-04-16
Marshall Islands,4,, ,,4,,0,,67,,,,"59,505 ",2021-04-16
Samoa,3,, ,,2,,1,,15,,,,"199,453 ",2021-04-16
Vanuatu,3,, ,,1,,2,,10,,470,"1,503","312,761 ",2021-04-16
Micronesia,1,, ,,1,,0,,9,,,,"115,971 ",2021-04-16
China,"90,468",+11,"4,636 ",,"85,533",+9,299,5,63,3,"160,000,000","111,163","1,439,323,776 ",2021-04-16
USA,"32,308,557","+2,645","579,951 ",+9,"24,836,187",,"6,892,419","9,712","97,158","1,744","426,562,606","1,282,751","332,537,343 ",2021-04-17
India,"14,526,609","+4,926","175,673 ",,"12,671,220","+4,331","1,679,716","8,944","10,445",126,"264,972,022","190,529","1,390,716,194 ",2021-04-17
Brazil,"13,834,342",,"369,024 ",,"12,298,863",,"1,166,455","8,318","64,721","1,726","28,600,000","133,799","213,753,558 ",2021-04-17
France,"5,224,321",,"100,404 ",,"4,046,205",,"1,077,712","5,914","79,897","1,536","71,424,719","1,092,324","65,387,859 ",2021-04-17
Russia,"4,693,469","+9,321","105,193 ",+398,"4,319,389","+8,832","268,887","2,300","32,151",721,"125,100,000","856,943","145,984,033 ",2021-04-17
UK,"4,383,572",,"127,225 ",,"4,139,553",,"116,794",329,"64,305","1,866","140,944,028","2,067,597","68,168,033 ",2021-04-17
Turkey,"4,150,039",,"35,320 ",,"3,591,550",,"523,169","3,205","48,792",415,"43,148,200","507,296","85,055,316 ",2021-04-17
Italy,"3,842,079",,"116,366 ",,"3,218,975",,"506,738","3,366","63,620","1,927","54,532,594","902,987","60,391,353 ",2021-04-17
Spain,"3,407,283",,"76,981 ",,"3,129,234",,"201,068","2,180","72,853","1,646","44,285,495","946,896","46,769,124 ",2021-04-17
Germany,"3,116,950",,"80,387 ",,"2,765,100","+13,100","271,463","4,740","37,108",957,"52,737,238","627,854","83,995,966 ",2021-04-17
Poland,"2,675,874","+15,763","61,825 ",+616,"2,285,221","+29,989","328,828","3,372","70,765","1,635","13,503,602","357,108","37,813,758 ",2021-04-17
Argentina,"2,658,628",,"59,084 ",,"2,324,107",,"275,437","3,971","58,401","1,298","10,024,309","220,202","45,523,287 ",2021-04-17
Colombia,"2,619,422",,"67,564 ",,"2,442,453",,"109,405","4,299","51,050","1,317","13,693,403","266,871","51,310,940 ",2021-04-17
Mexico,"2,299,939","+4,504","211,693 ",+480,"1,823,732","+2,773","264,514","4,798","17,692","1,628","6,378,763","49,067","130,001,965 ",2021-04-17
Iran,"2,215,445","+21,312","66,327 ",+319,"1,772,688","+11,191","376,430","4,694","26,113",782,"14,277,782","168,289","84,840,750 ",2021-04-17
Ukraine,"1,936,228","+14,984","39,536 ",+440,"1,475,556","+9,736","421,136",177,"44,485",908,"8,915,393","204,833","43,525,192 ",2021-04-17
Peru,"1,689,051",,"56,454 ",,"1,610,563",,"22,034","2,591","50,671","1,694","10,295,559","308,862","33,333,897 ",2021-04-17
Czechia,"1,600,341","+3,206","28,396 ",+27,"1,495,570",+252,"76,375",971,"149,220","2,648","15,507,408","1,445,951","10,724,712 ",2021-04-17
Indonesia,"1,599,763","+5,041","43,328 ",+132,"1,450,192","+5,963","106,243",,"5,800",157,"13,797,813","50,027","275,806,497 ",2021-04-17
South Africa,"1,564,355",,"53,663 ",,"1,488,572",,"22,120",546,"26,117",896,"10,291,264","171,812","59,898,425 ",2021-04-17
Netherlands,"1,387,043",,"16,873 ",,"1,156,614",,"213,556",775,"80,807",983,"11,292,587","657,889","17,164,888 ",2021-04-17
Chile,"1,109,311",,"24,923 ",,"1,037,539",,"46,849","3,277","57,639","1,295","12,206,029","634,217","19,245,815 ",2021-04-17
Canada,"1,106,062",,"23,541 ",,"997,202",,"85,319","1,089","29,104",619,"29,497,034","776,166","38,003,522 ",2021-04-17
Romania,"1,027,039","+3,474","26,072 ",+135,"936,515","+5,573","64,452","1,505","53,671","1,362","7,883,209","411,961","19,135,798 ",2021-04-17
Iraq,"964,435",,"14,915 ",,"843,851",,"105,669",494,"23,562",364,"8,732,638","213,348","40,931,458 ",2021-04-17
Belgium,"943,213","+3,904","23,681 ",+45,"794,506","+5,083","125,026",930,"81,105","2,036","11,907,015","1,023,861","11,629,525 ",2021-04-17
Philippines,"926,052","+11,101","15,810 ",+72,"706,532",+799,"203,710",750,"8,363",143,"11,036,556","99,670","110,731,018 ",2021-04-17
Sweden,"900,138",,"13,788 ",,"724,648",,"161,702",391,"88,692","1,359","7,847,033","773,179","10,149,050 ",2021-04-17
Israel,"836,740",,"6,315 ",,"827,745",,"2,680",201,"90,974",687,"13,929,118","1,514,431","9,197,590 ",2021-04-17
Portugal,"829,911",,"16,937 ",,"787,607",,"25,367",101,"81,579","1,665","9,690,372","952,546","10,173,131 ",2021-04-17
Pakistan,"750,158","+4,976","16,094 ",+112,"654,956","+4,181","79,108","4,149","3,345",72,"11,072,531","49,372","224,265,640 ",2021-04-17
Hungary,"746,802","+4,604","24,979 ",+217,"450,791","+4,871","271,032","1,093","77,462","2,591","5,096,421","528,625","9,640,900 ",2021-04-17
Bangladesh,"715,252","+3,473","10,283 ",+101,"608,815","+5,907","96,154",,"4,309",62,"5,150,663","31,031","165,984,716 ",2021-04-17
Jordan,"681,870",,"8,117 ",,"625,912",,"47,841",729,"66,310",789,"6,448,333","627,081","10,283,101 ",2021-04-17
Serbia,"657,716",,"5,920 ",,"579,625",,"72,171",239,"75,518",680,"3,661,150","420,365","8,709,451 ",2021-04-17
Switzerland,"632,399",,"10,503 ",,"566,679",,"55,217",222,"72,651","1,207","6,538,153","751,111","8,704,639 ",2021-04-17
Austria,"591,347","+2,048","9,870 ",+27,"552,619","+2,149","28,858",548,"65,364","1,091","28,615,969","3,163,023","9,047,032 ",2021-04-17
Japan,"520,745",,"9,538 ",,"475,574",,"35,633",670,"4,127",76,"10,754,285","85,237","126,169,398 ",2021-04-17
Lebanon,"506,808",,"6,854 ",,"420,223",,"79,731",794,"74,518","1,008","3,796,562","558,220","6,801,193 ",2021-04-17
Morocco,"504,847",,"8,934 ",,"490,921",,"4,992",243,"13,551",240,"6,137,435","164,738","37,255,697 ",2021-04-17
UAE,"495,224","+1,958","1,550 ",+3,"478,063","+1,545","15,611",,"49,598",155,"41,563,833","4,162,767","9,984,665 ",2021-04-17
Saudi Arabia,"403,106",,"6,801 ",,"387,020",,"9,285","1,034","11,439",193,"16,072,606","456,077","35,240,955 ",2021-04-17
Bulgaria,"384,887",,"15,100 ",,"304,033",,"65,754",801,"55,725","2,186","2,349,606","340,182","6,906,904 ",2021-04-17
Slovakia,"375,336",+750,"11,043 ",+73,"255,300",,"108,993",450,"68,721","2,022","2,486,691","455,293","5,461,737 ",2021-04-17
Malaysia,"372,859","+2,331","1,370 ",+5,"352,395","+1,832","19,094",225,"11,405",42,"8,540,200","261,224","32,693,019 ",2021-04-17
Panama,"360,249",,"6,185 ",,"350,134",,"3,930",105,"82,470","1,416","2,283,594","522,769","4,368,267 ",2021-04-17
Ecuador,"355,964",,"17,528 ",,"298,604",,"39,832",631,"19,937",982,"1,218,869","68,268","17,854,124 ",2021-04-17
Belarus,"342,923","+1,384","2,413 ",+10,"333,373","+1,401","7,137",,"36,300",255,"5,647,213","597,787","9,446,860 ",2021-04-17
Greece,"311,033",,"9,330 ",,"266,175",,"35,528",824,"29,957",899,"7,379,458","710,749","10,382,653 ",2021-04-17
Croatia,"306,225","+2,627","6,523 ",+37,"283,418","+2,359","16,284",182,"74,960","1,597","1,693,080","414,446","4,085,169 ",2021-04-17
Azerbaijan,"296,374",,"4,077 ",,"260,193",,"32,104",,"29,024",399,"3,082,157","301,836","10,211,352 ",2021-04-17
Georgia,"294,540","+1,219","3,925 ",+9,"280,132",+301,"10,483",,"73,948",985,"3,856,967","968,334","3,983,096 ",2021-04-17
Bolivia,"287,360","+1,246","12,625 ",+22,"236,455",+960,"38,280",71,"24,356","1,070","1,037,899","87,968","11,798,547 ",2021-04-17
Kazakhstan,"284,173","+2,822","3,364 ",+31,"244,517","+2,892","36,292",221,"14,993",177,"9,464,077","499,321","18,953,882 ",2021-04-17
Nepal,"283,658",+768,"3,075 ",+5,"275,038",+226,"5,545",,"9,600",104,"2,340,417","79,204","29,549,209 ",2021-04-17
Tunisia,"281,777",,"9,639 ",,"232,643",,"39,495",457,"23,646",809,"1,215,518","102,005","11,916,231 ",2021-04-17
Palestine,"279,753","+1,618","2,983 ",+28,"245,295","+1,773","31,475",172,"53,855",574,"1,670,034","321,499","5,194,531 ",2021-04-17
Dominican Republic,"260,133",,"3,410 ",,"218,010",,"38,713",152,"23,792",312,"1,363,804","124,733","10,933,789 ",2021-04-17
Kuwait,"254,472",,"1,436 ",,"237,667",,"15,369",247,"58,901",332,"2,205,047","510,388","4,320,337 ",2021-04-17
Paraguay,"246,806","+2,278","5,177 ",+67,"202,109","+1,850","39,520",501,"34,271",719,"1,007,652","139,920","7,201,644 ",2021-04-17
Moldova,"244,866",,"5,521 ",,"228,766",,"10,579",282,"60,813","1,371","927,765","230,413","4,026,529 ",2021-04-17
Ireland,"242,819",,"4,831 ",,"223,384",,"14,604",53,"48,746",970,"4,256,930","854,580","4,981,310 ",2021-04-17
Denmark,"241,007",,"2,452 ",,"230,084",,"8,471",36,"41,493",422,"31,227,788","5,376,368","5,808,343 ",2021-04-17
Ethiopia,"238,527",,"3,300 ",,"177,629",,"57,598","1,013","2,035",28,"2,485,951","21,212","117,198,144 ",2021-04-17
Lithuania,"232,829","+1,193","3,751 ",+12,"211,306","+1,768","17,772",172,"86,487","1,393","2,591,368","962,595","2,692,064 ",2021-04-17
Slovenia,"231,593",+766,"4,153 ",+6,"215,272","+1,292","12,168",151,"111,388","1,997","1,127,521","542,295","2,079,164 ",2021-04-17
Costa Rica,"228,577",,"3,071 ",,"196,974",,"28,532",236,"44,550",599,"895,974","174,625","5,130,854 ",2021-04-17
Egypt,"214,639",,"12,653 ",,"162,170",,"39,816",90,"2,067",122,"2,677,262","25,779","103,852,749 ",2021-04-17
Guatemala,"210,667",,"7,160 ",,"189,536",,"13,971",5,"11,590",394,"1,152,524","63,408","18,176,311 ",2021-04-17
Armenia,"207,973",+870,"3,859 ",+24,"187,256","+1,056","16,858",,"70,081","1,300","931,583","313,915","2,967,628 ",2021-04-17
Honduras,"199,682",+707,"4,934 ",+5,"76,235",+21,"118,513",576,"19,911",492,"555,870","55,428","10,028,680 ",2021-04-17
Qatar,"194,930",,367 ,,"172,598",,"21,965",481,"69,424",131,"1,830,688","652,000","2,807,805 ",2021-04-17
Bosnia and Herzegovina,"188,994",,"7,788 ",,"145,863",,"35,343",,"57,892","2,386","862,452","264,182","3,264,618 ",2021-04-17
Venezuela,"180,609",,"1,870 ",,"162,936",,"15,803",263,"6,366",66,"3,359,014","118,392","28,372,047 ",2021-04-17
Oman,"176,668",,"1,821 ",,"156,845",,"18,002",267,"33,919",350,"1,550,000","297,590","5,208,510 ",2021-04-17
Libya,"171,131",,"2,882 ",,"156,344",,"11,905",,"24,641",415,"926,632","133,425","6,944,953 ",2021-04-17
Nigeria,"164,147",,"2,061 ",,"154,304",,"7,782",11,781,10,"1,838,174","8,747","210,148,740 ",2021-04-17
Bahrain,"162,089",,581 ,,"150,179",,"11,329",86,"92,740",332,"3,869,936","2,214,192","1,747,787 ",2021-04-17
Uruguay,"159,569",,"1,788 ",,"126,119",,"31,662",516,"45,810",513,"1,607,709","461,553","3,483,257 ",2021-04-17
Kenya,"150,260",,"2,443 ",,"99,580",,"48,237",260,"2,747",45,"1,592,484","29,112","54,701,802 ",2021-04-17
North Macedonia,"145,909",,"4,388 ",,"121,439",,"20,082",124,"70,037","2,106","684,888","328,751","2,083,306 ",2021-04-17
Myanmar,"142,619",+2,"3,206 ",,"131,889",+5,"7,524",,"2,607",59,"2,558,235","46,770","54,698,114 ",2021-04-17
Albania,"129,307",,"2,337 ",,"100,600",,"26,370",18,"44,972",813,"598,044","207,993","2,875,307 ",2021-04-17
Algeria,"119,323",,"3,148 ",,"83,169",,"33,006",16,"2,683",71,"230,861","5,191","44,474,156 ",2021-04-17
Estonia,"117,011",+333,"1,082 ",+12,"101,471","+1,295","14,458",53,"88,161",815,"1,224,645","922,699","1,327,242 ",2021-04-17
S. Korea,"113,444",+655,"1,794 ",+4,"103,594",+532,"8,056",108,"2,211",35,"8,377,779","163,296","51,304,133 ",2021-04-17
Latvia,"110,997",+654,"2,048 ",+6,"101,944",,"7,005",94,"59,369","1,095","2,117,688","1,132,685","1,869,618 ",2021-04-17
Norway,"106,727",,708 ,,"88,952",,"17,067",53,"19,566",130,"4,967,185","910,619","5,454,734 ",2021-04-17
Sri Lanka,"96,186",,615 ,,"92,832",+221,"2,739",,"4,477",29,"2,374,627","110,529","21,484,281 ",2021-04-17
Montenegro,"95,205",,"1,421 ",,"90,295",,"3,489",69,"151,569","2,262","358,381","570,553","628,129 ",2021-04-17
Kyrgyzstan,"91,639",+265,"1,546 ",+2,"86,773",+152,"3,320",25,"13,866",234,"926,793","140,233","6,608,953 ",2021-04-17
Ghana,"91,545",,766 ,,"89,400",,"1,379",8,"2,899",24,"1,039,284","32,907","31,582,748 ",2021-04-17
Cuba,"91,448",,500 ,,"86,142",,"4,806",73,"8,078",44,"3,320,626","293,312","11,321,137 ",2021-04-17
Zambia,"90,844",+94,"1,234 ",+1,"88,555",+141,"1,055",58,"4,835",66,"1,341,506","71,405","18,787,404 ",2021-04-17
Uzbekistan,"86,338",+316,636 ,+1,"83,838",+189,"1,864",23,"2,550",19,"1,377,915","40,705","33,851,463 ",2021-04-17
Finland,"83,633",,887 ,,"46,000",,"36,746",34,"15,076",160,"4,242,720","764,794","5,547,536 ",2021-04-17
Mozambique,"69,067",,797 ,,"61,188",,"7,082",68,"2,162",25,"501,859","15,712","31,941,618 ",2021-04-17
El Salvador,"67,404",+155,"2,072 ",+4,"63,685",+125,"1,647",63,"10,351",318,"886,223","136,089","6,512,090 ",2021-04-17
Luxembourg,"64,746",,785 ,,"60,627",,"3,334",30,"102,123","1,238","2,548,684","4,020,019","633,998 ",2021-04-17
Cameroon,"61,731",,919 ,,"56,926",,"3,886",385,"2,281",34,"1,257,949","46,480","27,064,355 ",2021-04-17
Singapore,"60,808",+39,30 ,,"60,446",,332,2,"10,330",5,"9,036,706","1,535,107","5,886,695 ",2021-04-17
Afghanistan,"57,793",+72,"2,539 ",,"52,115",+10,"3,139","1,124","1,459",64,"381,098","9,620","39,616,956 ",2021-04-17
Cyprus,"54,621",,284 ,,"39,061",,"15,276",63,"44,981",234,"4,222,931","3,477,653","1,214,305 ",2021-04-17
Namibia,"46,330",,599 ,,"44,392",,"1,339",27,"17,977",232,"368,930","143,156","2,577,115 ",2021-04-17
Ivory Coast,"45,474",,274 ,,"44,993",,207,,"1,691",10,"557,294","20,724","26,890,842 ",2021-04-17
Botswana,"44,075",,671 ,,"39,493",,"3,911",1,"18,449",281,"969,789","405,946","2,388,958 ",2021-04-17
Jamaica,"43,473",,713 ,,"19,472",,"23,288",33,"14,631",240,"311,749","104,917","2,971,392 ",2021-04-17
Uganda,"41,310",,338 ,,"40,898",,74,24,881,7,"980,790","20,925","46,871,224 ",2021-04-17
Thailand,"40,585","+1,547",99 ,+2,"28,750",+270,"11,736",1,580,1,"8,124,896","116,172","69,938,626 ",2021-04-17
Senegal,"39,731",+67,"1,090 ",+3,"38,441",+31,200,16,"2,325",64,"462,560","27,066","17,089,933 ",2021-04-17
Zimbabwe,"37,534",,"1,551 ",,"34,981",,"1,002",12,"2,497",103,"401,364","26,698","15,033,428 ",2021-04-17
Malawi,"33,919",,"1,136 ",,"31,717",,"1,066",15,"1,738",58,"226,302","11,595","19,517,670 ",2021-04-17
Sudan,"31,790",,"2,208 ",,"25,539",,"4,043",,712,49,"232,965","5,217","44,653,127 ",2021-04-17
Madagascar,"31,617",+578,538 ,+7,"25,471",+278,"5,608",294,"1,119",19,"164,826","5,835","28,249,404 ",2021-04-17
Malta,"29,927",+67,409 ,+4,"28,910",+38,608,,"67,636",924,"844,016","1,907,493","442,474 ",2021-04-17
Australia,"29,494",+11,910 ,,"26,423",+38,"2,161",,"1,146",35,"16,329,169","634,554","25,733,314 ",2021-04-17
DRC,"28,859",,745 ,,"25,841",,"2,273",,315,8,"144,185","1,572","91,692,851 ",2021-04-17
Maldives,"26,021",,68 ,,"23,360",,"2,593",53,"47,480",124,"680,883","1,242,403","548,037 ",2021-04-17
Angola,"24,122",,560 ,,"22,203",,"1,359",20,717,17,"445,121","13,222","33,666,336 ",2021-04-17
Rwanda,"23,812",,322 ,,"22,015",,"1,475",4,"1,803",24,"1,249,423","94,623","13,204,159 ",2021-04-17
Gabon,"21,566",,132 ,,"18,219",,"3,215",20,"9,513",58,"679,898","299,915","2,266,966 ",2021-04-17
Guinea,"21,392",,138  ,,"18,856",,"2,398",24,"1,595",10,"418,977","31,239","13,412,040 ",2021-04-17
Syria,"20,856",,"1,423 ",,"14,594",,"4,839",,"1,169",80,"103,566","5,807","17,834,327 ",2021-04-17
Mongolia,"20,655",+983,41 ,+4,"11,450",+406,"9,164",88,"6,222",12,"2,529,624","761,965","3,319,867 ",2021-04-17
Cabo Verde,"19,975",,189 ,,"17,870",,"1,916",23,"35,622",337,"141,125","251,671","560,753 ",2021-04-17
Mayotte,"19,757",,168 ,,"2,964",,"16,625",6,"71,073",604,"165,683","596,021","277,982 ",2021-04-17
French Polynesia,"18,688",,141 ,,"4,842",,"13,705",1,"66,224",500,"26,355","93,394","282,192 ",2021-04-17
Réunion,"18,425",,135 ,,"16,794",,"1,496",54,"20,464",150,"100,098","111,175","900,362 ",2021-04-17
Eswatini,"18,414",,670 ,,"17,682",,62,3,"15,743",573,"177,645","151,879","1,169,646 ",2021-04-17
Mauritania,"18,103",,452 ,,"17,466",,185,14,"3,815",95,"219,487","46,252","4,745,499 ",2021-04-17
French Guiana,"18,081",,95 ,,"9,995",,"7,991",13,"59,330",312,"200,985","659,499","304,754 ",2021-04-17
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,371",9,,,"9,705,910 ",2021-04-17
Burkina Faso,"13,083",,154 ,,"12,742",,187,,613,7,"176,016","8,243","21,352,541 ",2021-04-17
Haiti,"12,885",,251 ,,"11,723",,911,,"1,119",22,"60,085","5,219","11,512,172 ",2021-04-17
Somalia,"12,837",,656 ,,"5,346",,"6,835",,790,40,"102,486","6,310","16,240,698 ",2021-04-17
Mali,"12,835",,426 ,,"7,309",,"5,100",,620,21,"243,860","11,776","20,707,745 ",2021-04-17
Guadeloupe,"12,717",,176 ,,"2,242",,"10,299",13,"31,778",440,"164,128","410,137","400,178 ",2021-04-17
Andorra,"12,712",,123 ,,"12,105",,484,29,"164,316","1,590","193,595","2,502,424","77,363 ",2021-04-17
Belize,"12,538",,318 ,,"12,143",,77,1,"31,088",788,"109,796","272,239","403,308 ",2021-04-17
Togo,"12,391",,119 ,,"9,970",,"2,302",,"1,470",14,"297,720","35,312","8,431,065 ",2021-04-17
Curaçao,"11,769",,85 ,,"8,247",,"3,437",22,"71,490",516,"88,371","536,805","164,624 ",2021-04-17
Hong Kong,"11,654",+18,209 ,,"11,258",+5,187,4,"1,545",28,"11,193,673","1,483,582","7,545,032 ",2021-04-17
