"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,Continent,New Cases/1M pop
Saudi Arabia,"423,406","+1,090","7,032 ",+14,"406,589",+982,"9,785","1,333","12,005",199,"17,314,863","490,935","35,269,120 ",2021-05-06,"835,0162",Asia,31.0
Bulgaria,"407,827",,"16,773 ",,"344,895",,"46,159",599,"59,069","2,429","2,556,505","370,282","6,904,204 ",2021-05-06,174123,Europe,
Ecuador,"393,048",,"18,907 ",,"329,582",,"44,559",620,"21,997","1,058","1,314,996","73,595","17,868,040 ",2021-05-06,4594514,South America,
Slovakia,"384,660",+343,"11,920 ",+34,"366,264",+646,"6,476",277,"70,426","2,182","2,697,906","493,952","5,461,874 ",2021-05-06,144582,Europe,63.0
Nepal,"368,580","+8,970","3,529 ",+54,"292,490","+2,707","72,561",,"12,462",119,"2,578,418","87,178","29,576,449 ",2021-05-06,"808,38111",Asia,303.0
Panama,"365,975",,"6,252 ",,"355,828",,"3,895",105,"83,713","1,430","2,430,628","555,979","4,371,796 ",2021-05-06,126992,North America,
Belarus,"364,951","+1,219","2,602 ",+10,"355,531","+1,319","6,818",,"38,633",275,"5,939,162","628,702","9,446,699 ",2021-05-06,"263,6312",Europe,129.0
Greece,"352,027",,"10,764 ",,"318,466",,"22,797",765,"33,914","1,037","8,244,918","794,306","10,380,023 ",2021-05-06,299641,Europe,
Croatia,"341,052","+1,640","7,355 ",+40,"321,755","+1,793","11,942",236,"83,512","1,801","1,855,623","454,379","4,083,862 ",2021-05-06,125552,Europe,402.0
Kazakhstan,"334,812","+2,443","3,833 ",+37,"288,187","+3,816","42,792",221,"17,654",202,"10,405,087","548,631","18,965,538 ",2021-05-06,"574,9482",Asia,129.0
Azerbaijan,"324,685",+844,"4,635 ",+18,"301,006","+2,057","19,044",,"31,782",454,"3,300,581","323,077","10,216,091 ",2021-05-06,"312,2043",Asia,83.0
Georgia,"317,719","+1,806","4,227 ",+20,"297,676","+1,144","15,816",,"79,775","1,061","4,291,292","1,077,483","3,982,701 ",2021-05-06,139421,Asia,453.0
Tunisia,"315,600",,"11,122 ",,"269,653",,"34,825",529,"26,471",933,"1,339,297","112,332","11,922,647 ",2021-05-06,"381,0729",Africa,
Bolivia,"312,407","+1,835","13,123 ",+41,"257,277","+1,349","42,007",130,"26,460","1,111","1,216,526","103,036","11,806,815 ",2021-05-06,3890010,South America,155.0
Palestine,"300,387",+651,"3,326 ",+9,"281,586","+1,934","15,475",133,"57,759",640,"1,763,038","339,000","5,200,703 ",2021-05-06,"171,5643",Asia,125.0
Paraguay,"288,974",,"6,798 ",,"239,165",,"43,011",552,"40,101",943,"1,127,190","156,420","7,206,191 ",2021-05-06,"251,0606",South America,
Kuwait,"280,536",,"1,610 ",,"264,094",,"14,832",205,"64,885",372,"2,370,265","548,213","4,323,618 ",2021-05-06,"152,6852",Asia,
Dominican Republic,"268,561",,"3,509  ",,"229,453",,"35,599",210,"24,550",321,"1,417,472","129,575","10,939,432 ",2021-05-06,"413,1188",North America,
Costa Rica,"260,535",,"3,326 ",,"209,335",,"47,874",405,"50,754",648,"1,010,785","196,909","5,133,266 ",2021-05-06,"201,5435",North America,
Ethiopia,"260,139",,"3,795 ",,"203,408",,"52,936",777,"2,217",32,"2,599,462","22,152","117,346,420 ",2021-05-06,"45130,92145",Africa,
Denmark,"256,482","+1,012","2,493 ",+1,"243,718",+705,"10,271",34,"44,149",429,"40,588,086","6,986,624","5,809,399 ",2021-05-06,"232,3300",Europe,174.0
Lithuania,"254,091","+1,293","4,000 ",+6,"228,696","+1,170","21,395",183,"94,454","1,487","2,909,087","1,081,402","2,690,107 ",2021-05-06,116731,Europe,481.0
Moldova,"251,820",,"5,892 ",,"241,912",,"4,016",194,"62,548","1,463","1,003,065","249,144","4,026,045 ",2021-05-06,166834,Europe,
Ireland,"251,087",,"4,915 ",,"233,551",,"12,621",37,"50,377",986,"4,578,830","918,674","4,984,172 ",2021-05-06,"201,0141",Europe,
Slovenia,"244,495",+774,"4,282 ",+3,"230,602",+741,"9,611",140,"117,592","2,059","1,195,003","574,748","2,079,179 ",2021-05-06,94862,Europe,372.0
Egypt,"232,905",,"13,655 ",,"174,217",,"45,033",90,"2,240",131,"2,715,258","26,120","103,953,098 ",2021-05-06,"4467,61338",Africa,
Guatemala,"231,289",,"7,642 ",,"209,096",,"14,551",5,"12,713",420,"1,283,521","70,548","18,193,539 ",2021-05-06,"792,38114",North America,
Armenia,"218,325",+425,"4,192 ",+14,"202,273",+714,"11,860",,"73,562","1,412","1,004,873","338,579","2,967,915 ",2021-05-06,147083,Asia,143.0
Honduras,"216,964","+1,131","5,439 ",+53,"79,925",+575,"131,600",566,"21,617",542,"642,025","63,967","10,036,864 ",2021-05-06,"461,84516",North America,113.0
Uruguay,"209,867",,"2,918 ",,"181,719",,"25,230",541,"60,239",838,"1,857,081","533,050","3,483,880 ",2021-05-06,"171,1942",South America,
Qatar,"208,877",,489 ,,"196,906",,"11,482",296,"74,392",174,"1,927,819","686,593","2,807,805  ",2021-05-06,"135,7421",Asia,
Venezuela,"202,578",,"2,226 ",,"185,312",,"15,040",317,"7,141",78,"3,359,014","118,409","28,367,882 ",2021-05-06,"14012,7448",South America,
Bosnia and Herzegovina,"200,353",+471,"8,762 ",+26,"163,445","+1,172","28,146",,"61,391","2,685","920,007","281,902","3,263,565 ",2021-05-06,163724,Europe,144.0
Oman,"199,344",+772,"2,083 ",+12,"181,696","+1,149","15,565",283,"38,223",399,"1,550,000","297,204","5,215,273 ",2021-05-06,"262,5043",Asia,148.0
Bahrain,"183,330",,664 ,,"170,886",,"11,780",101,"104,708",379,"4,172,056","2,382,841","1,750,875 ",2021-05-06,"102,6370",Asia,
Libya,"179,193",+266,"3,059 ",+1,"165,504",+446,"10,630",,"25,784",440,"969,795","139,543","6,949,805 ",2021-05-06,"392,2727",Africa,38.0
Nigeria,"165,273",,"2,065 ",,"155,403",,"7,805",11,785,10,"1,939,165","9,216","210,414,773 ",2021-05-06,"1,273101,896109",Africa,
Kenya,"161,393",,"2,825 ",,"109,769",,"48,799",190,"2,947",52,"1,692,532","30,906","54,763,431 ",2021-05-06,"33919,38532",Africa,
North Macedonia,"153,461",+324,"5,042 ",+26,"136,545","+1,178","11,874",124,"73,662","2,420","731,997","351,364","2,083,302 ",2021-05-06,144133,Europe,156.0
Myanmar,"142,874",,"3,210 ",,"131,999",,"7,665",,"2,611",59,"2,585,005","47,243","54,717,018 ",2021-05-06,"38317,04621",Asia,
Albania,"131,419",,"2,403 ",,"113,468",,"15,548",18,"45,709",836,"644,459","224,148","2,875,144 ",2021-05-06,"221,1964",Europe,
S. Korea,"125,519",+574,"1,851 ",+4,"115,491",+547,"8,177",172,"2,446",36,"9,010,992","175,631","51,306,416 ",2021-05-06,"40927,7186",Asia,11.0
Estonia,"124,147",+366,"1,187 ",+4,"114,618",+585,"8,342",50,"93,534",894,"1,313,094","989,306","1,327,288 ",2021-05-06,"111,1181",Europe,276.0
Algeria,"123,272",,"3,299 ",,"85,869",,"34,104",28,"2,769",74,"230,861","5,186","44,515,316 ",2021-05-06,"36113,494193",Africa,
Latvia,"121,509",+773,"2,178 ",+12,"110,904",+751,"8,427",84,"65,029","1,166","2,344,485","1,254,713","1,868,543 ",2021-05-06,158581,Europe,414.0
Sri Lanka,"117,529",,734 ,,"100,885",+810,"15,910",,"5,469",34,"2,849,991","132,626","21,488,931 ",2021-05-06,"18329,2768",Asia,
Norway,"115,194",+289,767 ,,"88,952",,"25,475",33,"21,110",141,"5,316,358","974,239","5,456,932 ",2021-05-06,"477,1151",Europe,53.0
Cuba,"111,654",,694 ,,"105,312",,"5,648",110,"9,863",61,"3,741,796","330,525","11,320,780 ",2021-05-06,"10116,3123",North America,
Montenegro,"97,930",,"1,521 ",,"94,363",,"2,046",64,"155,906","2,421","380,836","606,298","628,133 ",2021-05-06,64132,Europe,
Kyrgyzstan,"97,278",+320,"1,640 ",+3,"90,611",+217,"5,027",70,"14,707",248,"1,013,215","153,180","6,614,546 ",2021-05-06,"684,0337",Asia,48.0
Uzbekistan,"93,176",+452,657 ,+2,"88,975",+440,"3,544",23,"2,750",19,"1,377,915","40,674","33,876,654 ",2021-05-06,"36451,56325",Asia,13.0
Ghana,"92,828",,783 ,,"90,462",,"1,583",6,"2,936",25,"1,108,763","35,069","31,616,487 ",2021-05-06,"34140,37929",Africa,
Zambia,"91,946",+97,"1,256 ",+1,"90,264",+66,426,37,"4,887",67,"1,426,687","75,830","18,814,235 ",2021-05-06,"20514,97913",Africa,5.0
Finland,"88,078",+280,918 ,,"46,000",,"41,160",24,"15,876",165,"4,587,386","826,857","5,547,981 ",2021-05-06,"636,0441",Europe,50.0
Thailand,"76,811","+1,911",336 ,+18,"46,795","+2,435","29,680","1,073","1,098",5,"8,124,896","116,157","69,947,693 ",2021-05-06,"911208,1789",Asia,27.0
Cameroon,"72,250",,"1,107 ",,"67,625",,"3,518",385,"2,666",41,"1,257,949","46,421","27,098,763 ",2021-05-06,"37524,47922",Africa,
Mozambique,"70,052",,818 ,,"67,343",,"1,891",38,"2,190",26,"522,988","16,350","31,987,252 ",2021-05-06,"45739,10461",Africa,
El Salvador,"69,997",,"2,143 ",+2,"65,531",,"2,323",33,"10,746",329,"929,409","142,683","6,513,785 ",2021-05-06,"933,0407",North America,
Cyprus,"67,982",,327 ,,"39,061",,"28,594",67,"55,963",269,"5,082,640","4,184,069","1,214,760 ",2021-05-06,"183,7150",Asia,
Luxembourg,"67,850",,800 ,,"64,443",,"2,607",34,"106,930","1,261","2,694,054","4,245,767","634,527 ",2021-05-06,97930,Europe,
Afghanistan,"61,455",+293,"2,673 ",+9,"53,961",+211,"4,821","1,124","1,549",67,"414,983","10,463","39,662,579 ",2021-05-06,"64514,83896",Asia,7.0
Singapore,"61,286",+18,31 ,,"60,844",,411,2,"10,407",5,"9,906,797","1,682,232","5,889,080 ",2021-05-06,"96189,9701",Asia,3.0
Namibia,"49,323",,667 ,,"46,683",,"1,973",42,"19,121",259,"394,758","153,036","2,579,507 ",2021-05-06,"523,8677",Africa,
Botswana,"47,851",,724 ,,"45,645",,"1,482",1,"20,009",303,"1,036,708","433,510","2,391,428 ",2021-05-06,"503,3032",Africa,
Ivory Coast,"46,231",,291 ,,"45,733",,207,,"1,717",11,"594,288","22,072","26,924,854 ",2021-05-06,"58292,52545",Africa,
Jamaica,"46,194",,794 ,,"21,779",,"23,621",25,"15,543",267,"337,769","113,648","2,972,061 ",2021-05-06,"643,7439",North America,
Mongolia,"42,464",+940,142 ,+12,"27,242","+1,601","15,080",123,"12,780",43,"2,754,347","828,971","3,322,610 ",2021-05-06,"7823,3991",Asia,283.0
Uganda,"42,102",,343 ,,"41,652",,107,24,897,7,"1,026,666","21,869","46,946,576 ",2021-05-06,"1,115136,87046",Africa,
Senegal,"40,578",+34,"1,116 ",+2,"39,285",+43,177,9,"2,371",65,"486,944","28,455","17,112,917 ",2021-05-06,"42215,33435",Africa,2.0
Zimbabwe,"38,357",,"1,574 ",,"35,811",,972,12,"2,550",105,"424,949","28,246","15,044,664 ",2021-05-06,"3929,55835",Africa,
Madagascar,"38,337",+221,695 ,+5,"34,727",+667,"2,915",397,"1,355",25,"188,510","6,664","28,286,480 ",2021-05-06,"73840,700150",Africa,8.0
Malawi,"34,143",,"1,151 ",,"32,131",,861,8,"1,747",59,"234,303","11,989","19,543,417 ",2021-05-06,"57216,98083",Africa,
Sudan,"33,648",,"2,365 ",,"27,247",,"4,036",,753,53,"232,965","5,211","44,706,417 ",2021-05-06,"1,32918,903192",Africa,
Maldives,"32,665",,74 ,,"25,473",,"7,118",90,"59,550",135,"746,244","1,360,438","548,532 ",2021-05-06,"177,4131",Asia,
Malta,"30,420",+9,416 ,,"29,744",+29,260,,"68,740",940,"878,041","1,984,117","442,535 ",2021-05-06,"151,0641",Europe,20.0
DRC,"30,130",,770 ,,"26,282",,"3,078",,328,8,"150,908","1,643","91,834,838 ",2021-05-06,"3,048119,266609",Africa,
Australia,"29,884",+19,910 ,,"28,712",,262,1,"1,161",35,"17,075,910","663,176","25,748,668 ",2021-05-06,"86228,2952",Australia/Oceania,0.7
Angola,"27,529",,618 ,,"24,492",,"2,419",32,816,18,"506,513","15,021","33,719,659 ",2021-05-06,"1,22554,56367",Africa,
Rwanda,"25,421",,338 ,,"23,710",,"1,373",1,"1,923",26,"1,330,298","100,621","13,220,877 ",2021-05-06,"52039,11510",Africa,
Cabo Verde,"25,159",,229 ,,"21,763",,"3,167",23,"44,841",408,"154,030","274,531","561,066 ",2021-05-06,"222,4504",Africa,
Gabon,"23,201",,140 ,,"19,740",,"3,321",22,"10,222",62,"736,002","324,273","2,269,699 ",2021-05-06,"9816,2123",Africa,
Syria,"23,121",,"1,625 ",,"17,725",,"3,771",,"1,295",91,"103,566","5,800","17,856,460 ",2021-05-06,"77210,989172",Asia,
Guinea,"22,468",,148 ,,"19,987",,"2,333",24,"1,673",11,"437,295","32,560","13,430,600 ",2021-05-06,"59890,74731",Africa,
Réunion,"21,601",,150 ,,"19,848",,"1,603",36,"23,983",167,"102,720","114,046","900,693 ",2021-05-06,"426,0059",Africa,
Mayotte,"20,134",,170 ,,"2,964",,"17,000",4,"72,340",611,"174,251","626,072","278,324 ",2021-05-06,"141,6372",Africa,
French Guiana,"20,078",,104 ,,"9,995",,"9,979",18,"65,796",341,"222,077","727,747","305,157 ",2021-05-06,"152,9341",South America,
French Polynesia,"18,775",,141 ,,"18,610",,24,2,"66,513",500,"26,355","93,366","282,276 ",2021-05-06,"152,00211",Australia/Oceania,
Mauritania,"18,542",,456 ,,"17,800",,286,14,"3,902",96,"238,937","50,283","4,751,866 ",2021-05-06,"25610,42120",Africa,
Eswatini,"18,467",,671 ,,"17,768",,28,3,"15,780",573,"189,623","162,034","1,170,269 ",2021-05-06,"631,7446",Africa,
Cambodia,"17,621",+650,114 ,+4,"6,843",+824,"10,664",,"1,042",7,"971,586","57,445","16,913,372 ",2021-05-06,"960148,36317",Asia,38.0
Guadeloupe,"15,360",,210 ,,"2,242",,"12,908",18,"38,383",525,"187,796","469,276","400,182 ",2021-05-06,"261,9062",North America,
Somalia,"14,121",,721 ,,"6,009",,"7,391",,868,44,"115,330","7,091","16,263,804 ",2021-05-06,"1,15222,557141",Africa,
Mali,"13,998",,493 ,,"8,856",,"4,649",,675,24,"258,602","12,470","20,738,148 ",2021-05-06,"1,48242,06580",Africa,
Guyana,"13,829",,308 ,,"11,672",,"1,849",16,"17,511",390,"126,927","160,718","789,751 ",2021-05-06,"572,5646",South America,
Burkina Faso,"13,345",,161 ,,"13,101",,83,,624,8,"180,994","8,465","21,382,407 ",2021-05-06,"1,602132,810118",Africa,
Andorra,"13,340",,127 ,,"12,884",,329,13,"172,420","1,641","193,595","2,502,230","77,369 ",2021-05-06,66090,Europe,
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,370",9,,,"9,717,058 ",2021-05-06,"730107,967",Asia,
Haiti,"13,149",,260 ,,"12,151",,738,,"1,141",23,"60,085","5,216","11,519,387 ",2021-05-06,"87644,305192",North America,
Togo,"13,068",,123 ,,"11,385",,"1,560",,"1,548",15,"314,199","37,222","8,441,165 ",2021-05-06,"64668,62727",Africa,
Belize,"12,680",,323 ,,"12,261",,96,1,"31,411",800,"119,885","296,978","403,683 ",2021-05-06,"321,2503",North America,
Curaçao,"12,218",,113 ,,"11,864",,241,22,"74,202",686,"97,453","591,847","164,659 ",2021-05-06,"131,4572",North America,
Trinidad and Tobago,"12,105",,189 ,,"8,892",,"3,024",40,"8,626",135,"138,090","98,403","1,403,309 ",2021-05-06,"1167,42510",North America,
Hong Kong,"11,799",+2,210 ,,"11,468",+6,121,3,"1,563",28,"13,412,611","1,776,932","7,548,186 ",2021-05-06,"64035,9441",Asia,0.3
Papua New Guinea,"11,630",+223,121 ,,"10,312",+141,"1,197",,"1,280",13,"95,014","10,454","9,089,155 ",2021-05-06,"78275,11796",Australia/Oceania,25.0
Martinique,"11,558",,83 ,,98,,"11,377",24,"30,820",221,"163,838","436,879","375,019 ",2021-05-06,"324,5182",North America,
Djibouti,"11,268",,147 ,,"10,961",,160,,"11,267",147,"150,996","150,986","1,000,069 ",2021-05-06,"896,8037",Africa,
Congo,"11,016",,147 ,,"8,208",,"2,661",,"1,956",26,"92,500","16,425","5,631,745 ",2021-05-06,"51138,31161",Africa,
Lesotho,"10,749",,319 ,,"6,427",+160,"4,003",,"4,984",148,"81,980","38,014","2,156,547 ",2021-05-06,"2016,76026",Africa,
Aruba,"10,721",,100 ,,"10,482",,139,14,"100,058",933,"151,143","1,410,600","107,148 ",2021-05-06,"101,0711",North America,
Suriname,"10,696",,212 ,,"9,602",,882,26,"18,096",359,"51,984","87,951","591,056 ",2021-05-06,"552,78811",South America,
South Sudan,"10,620",+7,115 ,,"10,312",,193,,939,10,"153,992","13,623","11,304,072 ",2021-05-06,"1,06498,29673",Africa,0.6
Bahamas,"10,576",,210 ,,"9,579",,787,4,"26,680",530,"88,056","222,136","396,406 ",2021-05-06,"371,8885",North America,
Benin,"7,884",,100 ,,"7,652",,132,35,636,8,"595,112","48,036","12,388,761 ",2021-05-06,"1,571123,88821",Africa,
Equatorial Guinea,"7,694",,112 ,,"7,279",,303,7,"5,338",78,"123,169","85,449","1,441,434 ",2021-05-06,"18712,87012",Africa,
Nicaragua,"6,989",,183 ,,"4,225",,"2,581",,"1,045",27,,,"6,690,821 ",2021-05-06,"95736,562",North America,
CAR,"6,521",,91 ,,"5,112",,"1,318",2,"1,331",19,"40,907","8,348","4,900,230 ",2021-05-06,"75153,849120",Africa,
Iceland,"6,500",+3,29 ,,"6,332",+37,139,5,"18,944",85,"611,066","1,780,973","343,108 ",2021-05-06,"5311,8311",Europe,9.0
Yemen,"6,414",,"1,260 ",,"2,966",,"2,188",23,211,41,"29,202",961,"30,376,209 ",2021-05-06,"4,73624,1081,040",Asia,
Seychelles,"6,373",,28 ,,"5,277",,"1,068",,"64,465",283,"21,504","217,520","98,860 ",2021-05-06,"163,5315",Africa,
Gambia,"5,914",,175 ,,"5,473",,266,3,"2,391",71,"76,379","30,880","2,473,406 ",2021-05-06,"41814,13432",Africa,
Niger,"5,286",,192 ,,"4,870",,224,18,212,8,"99,881","4,005","24,936,607 ",2021-05-06,"4,717129,878250",Africa,
San Marino,"5,067",,90 ,,"4,935",,42,4,"149,069","2,648","61,760","1,816,952","33,991 ",2021-05-06,73781,Europe,
Chad,"4,847",,170 ,,"4,570",,107,,288,10,"114,699","6,819","16,819,668 ",2021-05-06,"3,47098,939147",Africa,
Saint Lucia,"4,602",+17,75 ,+1,"4,415",+9,112,1,"24,966",407,"40,965","222,232","184,334 ",2021-05-06,"402,4584",North America,92.0
Gibraltar,"4,286",,94 ,,"4,188",,4,1,"127,245","2,791","235,484","6,991,182","33,683 ",2021-05-06,83580,Europe,
Burundi,"4,069",,6  ,,773,,"3,290",,334,0.5,"90,019","7,387","12,186,545 ",2021-05-06,"2,9952,031,091135",Africa,
Sierra Leone,"4,068",,79 ,,"3,078",,911,,501,10,"153,257","18,890","8,112,952 ",2021-05-06,"1,994102,69653",Africa,
Channel Islands,"4,056",,86 ,,"3,956",,14,,"23,149",491,"454,413","2,593,504","175,212 ",2021-05-06,"432,0370",Europe,
Barbados,"3,915",,45 ,,"3,821",,49,,"13,609",156,"156,003","542,295","287,672 ",2021-05-06,"736,3932",North America,
Comoros,"3,847",,146 ,,"3,681",,20,,"4,346",165,,,"885,122 ",2021-05-06,"2306,062",Africa,
Guinea-Bissau,"3,738",,67 ,,"3,373",,298,9,"1,863",33,"64,038","31,908","2,006,939 ",2021-05-06,"53729,95431",Africa,
Eritrea,"3,707",,12 ,,"3,538",,157,,"1,033",3,"23,693","6,604","3,587,661 ",2021-05-06,"968298,972151",Africa,
Vietnam,"3,090",+68,35 ,,"2,560",,495,,32,0.4,"2,958,119","30,162","98,075,681 ",2021-05-06,"31,7402,802,16233",Asia,0.7
Liechtenstein,"2,961",+5,57 ,,"2,843",+4,61,7,"77,473","1,491","39,109","1,023,260","38,220 ",2021-05-06,136711,Europe,131.0
Timor-Leste,"2,786",,4 ,,"1,368",,"1,414",,"2,080",3,"69,967","52,234","1,339,503 ",2021-05-06,"481334,87619",Asia,
New Zealand,"2,633",+4,26 ,,"2,579",+1,28,,526,5,"2,037,349","407,299","5,002,100 ",2021-05-06,"1,900192,3882",Australia/Oceania,0.8
Monaco,"2,471",,32 ,,"2,393",,46,1,"62,595",811,"51,953","1,316,065","39,476 ",2021-05-06,"161,2341",Europe,
Bermuda,"2,429",+2,30 ,,"2,016",+36,383,16,"39,124",483,"243,900","3,928,548","62,084 ",2021-05-06,"262,0690",North America,32.0
Turks and Caicos,"2,400",,17 ,,"2,343",,40,2,"61,292",434,"59,846","1,528,360","39,157 ",2021-05-06,"162,3031",North America,
Sao Tome and Principe,"2,314",,35 ,,"2,257",,22,,"10,397",157,"12,999","58,404","222,572 ",2021-05-06,"966,35917",Africa,
Sint Maarten,"2,247",+4,27 ,,"2,197",+4,23,2,"51,912",624,"26,359","608,964","43,285 ",2021-05-06,"191,6032",North America,92.0
Liberia,"2,113",,85 ,,"1,959",,69,2,410,16,"97,399","18,886","5,157,199 ",2021-05-06,"2,44160,67353",Africa,
St. Vincent Grenadines,"1,882",,11 ,,"1,731",,140,2,"16,919",99,"45,375","407,913","111,237 ",2021-05-06,"5910,1122",North America,
Saint Martin,"1,745",,12 ,,"1,399",,334,7,"44,494",306,"27,588","703,435","39,219 ",2021-05-06,"223,2681",North America,
Isle of Man,"1,590",,29 ,,"1,549",,12,1,"18,616",340,"44,761","524,060","85,412 ",2021-05-06,"542,9452",Europe,
Caribbean Netherlands,"1,567",,16 ,,"1,532",,19,,"59,293",605,"10,040","379,900","26,428 ",2021-05-06,"171,6523",North America,
Antigua and Barbuda,"1,232",,32 ,,"1,014",,186,1,"12,493",325,"16,700","169,351","98,612 ",2021-05-06,"803,0826",North America,
Mauritius,"1,216",,17 ,,"1,111",,88,,955,13,"358,675","281,634","1,273,548 ",2021-05-06,"1,04774,9154",Africa,
Laos,"1,177",+105, ,,101,+2,"1,076",,160,,"185,266","25,158","7,364,243 ",2021-05-06,"6,25740",Asia,14.0
Taiwan,"1,173",+13,12 ,,"1,075",+1,86,,49,0.5,"555,429","23,285","23,853,138 ",2021-05-06,"20,3351,987,76243",Asia,0.5
Bhutan,"1,161",+17,1 ,,"1,028",+11,132,,"1,491",1,"720,018","924,577","778,754 ",2021-05-06,"671778,7541",Asia,22.0
St. Barth,974,,1 ,,462,,511,,"98,364",101,"26,385","2,664,613","9,902 ",2021-05-06,"109,9020",North America,
Diamond Princess,712,,13 ,,699,,0,,,,,, ,2021-05-06,,,
Faeroe Islands,668,,1 ,,662,,5,,"13,627",20,"255,139","5,204,900","49,019 ",2021-05-06,"7349,0190",Europe,
Cayman Islands,545,,2 ,,533,,10,,"8,211",30,"90,620","1,365,355","66,371 ",2021-05-06,"12233,1861",North America,
Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,155,888 ",2021-05-06,"120,1492,912,185",Africa,
Wallis and Futuna,445,+1,7 ,,44,,394,1,"40,191",632,"17,264","1,559,249","11,072 ",2021-05-06,"251,5821",Australia/Oceania,90.0
Brunei ,228,,3 ,,218,,7,,517,7,"121,565","275,655","441,004 ",2021-05-06,"1,934147,0014",Asia,
British Virgin Islands,216,,1 ,,191,,24,,"7,105",33,"39,777","1,308,454","30,400 ",2021-05-06,"14130,4001",North America,
Dominica,174,, ,,172,,2,,"2,412",,"14,936","207,050","72,137 ",2021-05-06,4155,North America,
Grenada,160,,1 ,,158,,1,,"1,416",9,"26,331","233,096","112,962 ",2021-05-06,"706112,9624",North America,
Fiji,129,+4,2 ,,84,,43,,143,2,"60,054","66,585","901,915 ",2021-05-06,"6,992450,95815",Australia/Oceania,4.0
New Caledonia,124,, ,,58,,66,,431,,"31,166","108,288","287,807 ",2021-05-06,"2,3219",Australia/Oceania,
Anguilla,95,, ,,35,,60,,"6,285",,"21,024","1,390,844","15,116 ",2021-05-06,1591,North America,
Falkland Islands,63,, ,,63,,0,,"17,672",,"7,258","2,035,905","3,565 ",2021-05-06,570,South America,
Macao,49,, ,,49,,0,,75,,"4,483","6,826","656,773 ",2021-05-06,"13,404147",Asia,
Saint Kitts and Nevis,45,, ,,44,,1,,841,,"13,691","255,830","53,516 ",2021-05-06,"1,1894",North America,
Greenland,31,, ,,31,,0,,545,,"20,669","363,552","56,853 ",2021-05-06,"1,8343",North America,
Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,2021-05-06,30,Europe,
Saint Pierre Miquelon,25,, ,,25,,0,,"4,333",,"5,318","921,664","5,770 ",2021-05-06,2311,North America,
Montserrat,20,,1 ,,19,,0,,"4,004",200,"1,313","262,863","4,995 ",2021-05-06,"2504,9954",North America,
Solomon Islands,20,, ,,20,,0,,29,,"4,500","6,420","700,980 ",2021-05-06,"35,049156",Australia/Oceania,
Western Sahara,10,,1 ,,8,,1,,16,2,,,"609,629 ",2021-05-06,"60,963609,629",Africa,
MS Zaandam,9,,2 ,,7,,0,,,,,, ,2021-05-06,,,
Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,446","313,154 ",2021-05-06,"78,289313,15414",Australia/Oceania,
Marshall Islands,4,, ,,4,,0,,67,,,,"59,526 ",2021-05-06,"14,882",Australia/Oceania,
Samoa,3,, ,,2,,1,,15,,,,"199,524 ",2021-05-06,"66,508",Australia/Oceania,
Saint Helena,2,, ,,2,,0,,328,,,,"6,092 ",2021-05-06,"3,046",Africa,
Micronesia,1,, ,,1,,0,,9,,,,"116,037 ",2021-05-06,"116,037",Australia/Oceania,
China,"90,726",+5,"4,636 ",,"85,776",+10,314,3,63,3,"160,000,000","111,163","1,439,323,776 ",2021-05-06,"15,865310,4679",Asia,
USA,"33,418,826",,"594,911 ",,"26,324,757",,"6,499,158","9,140","100,463","1,788","455,989,831","1,370,786","332,648,503 ",2021-05-08,105591,North America,
India,"21,892,676","+6,065","238,270 ",+5,"17,930,960","+13,875","3,723,446","8,944","15,733",171,"300,410,043","215,890","1,391,494,040 ",2021-05-08,"645,8405",Asia,4
Brazil,"15,087,360",,"419,393 ",,"13,640,478",,"1,027,489","8,318","70,554","1,961","46,616,516","217,997","213,840,120 ",2021-05-08,145105,South America,
France,"5,747,214",,"106,101 ",,"4,817,288",,"823,825","5,106","87,883","1,622","78,205,751","1,195,877","65,396,123 ",2021-05-08,116161,Europe,
Turkey,"4,998,089",,"42,465 ",,"4,662,328",,"293,296","3,260","58,727",499,"48,963,800","575,318","85,107,359 ",2021-05-08,"172,0042",Asia,
Russia,"4,863,514",,"112,622 ",,"4,480,360",,"270,532","2,300","33,315",771,"130,600,000","894,596","145,987,611 ",2021-05-08,"301,2961",Europe,
UK,"4,431,043",,"127,598 ",,"4,242,192",,"61,253",163,"64,982","1,871","163,171,777","2,392,953","68,188,452 ",2021-05-08,155340,Europe,
Italy,"4,092,747",,"122,470 ",,"3,572,713",,"397,564","2,253","67,776","2,028","60,532,582","1,002,423","60,386,272 ",2021-05-08,154931,Europe,
Spain,"3,567,408",,"78,792 ",,"3,248,010",,"240,606","2,183","76,275","1,685","47,213,067","1,009,470","46,770,160 ",2021-05-08,135941,Europe,
Germany,"3,504,012",,"85,056 ",,"3,147,100","+18,300","271,856","5,049","41,709","1,012","56,836,969","676,540","84,011,297 ",2021-05-08,249881,Europe,
